latitude,logitude
-2.9722383,-44.3172034
-1.7275671,-45.1427646
-2.7081342,-44.7377873
-7.5335065,-46.0406425
-6.7480614,-43.0263473
-5.5018917,-45.2464996
-2.759,-42.8236208
-3.1603521,-43.5080141
-3.739373,-45.2534815
-7.218457399999999,-44.5548998
-2.447675,-44.7878906
-4.6270462,-44.76114930000001
-1.7989761,-46.3136997
-3.5422592,-45.6091586
-4.4893177,-46.8571227
-4.3716411,-45.0322178
-3.6783304,-42.7530784
-4.332215199999999,-45.5848838
-3.942074,-42.9183362
-5.8374956,-43.8338665
-4.3151757,-46.460459
-5.591654399999999,-47.0153217
-2.9328874,-44.05364220000001
-2.8816761,-44.67518829999999
-3.3210007,-45.0107643
-6.1703237,-47.3665066
-1.4547063,-45.7281905
-3.637001,-44.3809901
-4.7301598,-44.3263824
-7.3359649,-47.4676413
-1.2056959,-46.0206995
-4.8653843,-43.35870130000001
-1.9976058,-44.5350718
-2.1965241,-44.8294832
-2.4514723,-46.0402888
-2.1428151,-46.1263959
-3.7415256,-43.360096
-5.1729837,-47.7829078
-4.4535444,-43.8877885
-4.2664035,-43.0277073
-6.0270139,-44.2468136
-3.8404843,-44.896031
-4.1283394,-44.130317
-1.8259902,-44.873904
-5.5253232,-47.3917564
-5.037824,-44.4371129
-4.1533336,-42.9458985
-4.8758712,-44.8818235
-6.5599025,-47.4446726
-6.9638903,-46.679952
-6.1515207,-44.9012351
-6.442707599999999,-46.1914913
-6.964186000000001,-46.1704798
-5.7317703,-44.1693205
-1.4159499,-45.7718035
-5.155462,-44.299028
-5.022878,-44.2719823
-5.7471745,-47.3644203
-5.3214831,-44.2433439
-5.477549199999999,-44.0701819
-3.4270088,-45.6695767
-2.1281682,-45.8889444
-5.524878,-47.49106039999999
-5.8247306,-46.1594346
-2.1327612,-44.6021389
-2.5986554,-43.46468549999999
-2.7751329,-44.06217780000001
-3.6387818,-45.18674420000001
-4.6630129,-44.8562073
-5.5237579,-47.4762224
-5.1433018,-45.7911053
-3.3937249,-44.3597809
-4.4522919,-47.5263432
-5.8180396,-44.2248145
-5.3695216,-45.6358888
-5.4492063,-47.401051
-4.9816274,-44.6963471
-1.8780843,-46.0721129
-4.5701256,-45.1323113
-4.606513899999999,-45.0525836
-4.0417277,-44.9351134
-6.0460518,-43.5266628
-4.6132213,-44.9804381
-4.992352599999999,-45.3860922
-6.190627999999999,-47.0354649
-4.5201837,-44.4658789
-7.085492599999999,-45.1411501
-1.3275012,-45.8976181
-3.39533,-42.20612269999999
-2.0476749,-45.9614874
-4.6215588,-45.4549841
-2.2425978,-45.8570067
-3.6220842,-43.1112946
-3.0993968,-45.0316175
-5.5222551,-43.2038032
-3.6265664,-44.5542591
-3.5808213,-42.6084407
-6.3715427,-44.3616876
-3.5651786,-44.5847902
-2.0670711,-44.7827288
-3.481429,-45.2501975
-5.832942200000001,-47.064932
-2.8647811,-44.0388624
-3.4651912,-43.9053671
-7.1182151,-46.2596224
-6.735787299999999,-44.0456732
-2.8082015,-45.7039541
-4.134543,-45.1167275
-2.9980919,-44.9932487
-2.505693,-44.1602239
-2.6460598,-44.8967098
-6.4319256,-43.9882155
-5.6824088,-43.0896939
-6.1806354,-43.7819947
-6.599130700000001,-44.086855
-2.7227374,-42.5397502
-4.213031,-45.1773145
-4.5719153,-44.600972
-2.9705826,-45.3474111
-3.2913383,-45.1747638
-2.577825,-44.8546967
-4.3729194,-44.34179229999999
-3.6102265,-45.3423884
-2.5176565,-45.079698
-3.8926326,-45.1642586
-3.7269697,-44.225082
-4.7530972,-44.9458736
-6.343390599999999,-47.3977036
-1.8597413,-44.5860274
-5.2919738,-44.4930485
-2.9191035,-44.0718657
-2.3787124,-45.8222926
-2.5901931,-45.3641115
-3.406619,-44.0259423
-2.5093185,-43.4415418
-2.4455178,-44.1059485
-7.3649351,-46.6233386
-5.9312048,-47.38581569999999
-2.9409235,-44.2495015
-7.139601799999999,-45.3463872
-5.4956193,-44.5554821
-2.2353805,-45.2998158
-3.6648976,-45.3828356
-3.9652494,-45.6621305
-2.5440774,-45.7754197
-3.4970161,-42.562452
-3.139036,-44.3252523
-3.1145207,-42.4126041
-2.5007918,-43.2531747
-4.8684825,-44.35786700000001
-3.3348519,-43.5273951
-2.7017348,-44.8405218
-3.3609322,-42.41992980000001
-6.8132362,-44.6450361
-5.5785319,-44.3845288
-7.0854349,-44.8144199
-5.1243725,-47.3854524
-6.248069099999999,-42.8587291
-2.9581431,-44.7978394
-3.5570515,-46.2546744
-6.466658499999999,-47.0570977
-5.1141746,-43.8096955
-6.494723899999999,-43.7024303
-2.5527251,-44.0684557
-5.054415199999999,-44.58546339999999
-2.5306721,-44.2988947
-4.37739,-44.6695125
-4.030871299999999,-44.4654609
-5.0828763,-48.42953379999999
-6.8235145,-46.5296616
-7.0222336,-45.48128370000001
-5.106156899999999,-45.0779522
-5.0212349,-44.9924296
-2.8931103,-44.880156
-4.036328699999999,-45.2381076
-5.259053499999999,-44.0541031
-5.4441663,-47.29080450000001
-1.8525462,-45.1157473
-5.8820478,-46.7015134
-6.478716700000001,-44.1927049
-6.411076,-43.5457872
-8.467118,-45.7502682
-4.2537785,-43.9400008
-5.1045734,-42.8289187
-4.5688377,-44.60853840000001
-3.6753,-45.6302872
-5.2600405,-44.64450739999999
-1.6712987,-45.369341
-2.2251919,-45.3065491
-2.7632172,-42.2754729
-3.2071122,-43.4016482
-3.548012,-43.9164486
-3.2039048,-44.9967812
-5.1837106,-48.1373856
-3.4604085,-44.8722032
-4.2876518,-45.2485759
-3.2716884,-45.6527001
-8.2147794,-41.0837636
-5.7964424,-42.660279
-5.889397499999999,-42.6351979
-7.009536499999999,-40.93791710000001
-7.2428912,-40.8615965
-5.2511969,-42.209988
-5.088839,-42.7389396
-8.4460377,-43.8660812
-6.243525,-42.8437621
-6.08763,-42.735396
-9.186288000000001,-43.0497275
-7.218755699999999,-44.1957383
-6.1110814,-41.7912002
-7.279494000000001,-41.563582
-6.655008,-42.533204
-5.8595254,-41.0496209
-10.1332021,-43.9467376
-7.865450999999999,-45.2120126
-6.5194059,-42.1058147
-4.242162299999999,-42.2916844
-9.924733699999999,-45.4765257
-5.8207228,-42.5096327
-4.0245122,-42.0764881
-7.9732543,-41.8718004
-7.377162800000001,-40.9723092
-5.457114199999999,-42.36419739999999
-7.638037600000001,-43.9543261
-8.143901999999999,-40.7981439
-4.4144286,-42.1361318
-6.9473676,-41.3229349
-9.0716878,-44.3593408
-3.1919406,-41.6435615
-9.1677844,-42.8741248
-4.487329900000001,-42.1177179
-4.1314716,-41.7819448
-8.206726800000002,-42.8346677
-3.1765927,-41.8705809
-5.3129048,-41.0963019
-4.4731729,-42.3092003
-6.797386299999999,-42.3913488
-2.9287405,-41.33849170000001
-7.3316439,-40.6377369
-7.660119000000001,-41.8807525
-8.3778518,-41.8370867
-7.133292099999999,-41.03733649999999
-3.811030199999999,-42.6289414
-4.8238312,-42.1667673
-7.6898071,-43.7184797
-8.111412699999999,-42.9446726
-4.459724899999999,-41.9423075
-8.4987236,-41.8168799
-9.2846677,-43.3270861
-3.4756641,-41.8418936
-7.733188500000001,-40.9884479
-5.322994,-41.54956749999999
-3.4210048,-41.8929367
-3.468682,-41.5590368
-4.5545949,-41.9720549
-3.6016167,-41.4428018
-5.092596400000001,-42.2053148
-6.7599116,-38.2304763
-7.2257645,-42.1772218
-7.8785934,-41.5957876
-8.826060199999999,-42.478716
-10.4391597,-45.1657225
-10.6503485,-45.1865629
-8.8153321,-44.2152233
-10.0355271,-44.3012875
-9.0083784,-44.4268888
-5.618714799999999,-42.828478
-7.8313251,-40.9011907
-5.3605968,-42.6753446
-9.3410234,-42.43818539999999
-6.958933099999999,-41.6456793
-4.2560772,-41.2734415
-9.0038571,-41.9740633
-6.200222999999999,-42.1355111
-8.096398299999999,-43.6658408
-3.8945587,-42.2342198
-9.481892,-42.789628
-7.7926546,-42.9259074
-7.4678859,-41.80012989999999
-6.7812565,-43.0233447
-6.3959005,-42.2623867
-6.6246205,-42.6936037
-7.327575,-40.7914231
-6.993783199999999,-41.1364966
-7.089438599999999,-40.61139259999999
-7.1585151,-41.3621972
-9.8289362,-45.3382228
-6.791658000000001,-43.57058809999999
-9.3946486,-43.6872903
-5.9893218,-42.556907
-2.8514023,-41.813876
-6.668828700000001,-41.7097505
-6.824191,-41.7376018
-7.7358224,-41.6776802
-7.447642299999999,-41.4804908
-7.598948099999999,-43.0280896
-7.9370967,-41.2108857
-7.3613181,-41.1403095
-6.118704999999999,-42.65493499999999
-4.7707076,-41.8178198
-7.088420999999999,-43.508549
-8.4889115,-42.4175339
-3.5086775,-42.1943112
-3.4969582,-42.43294239999999
-4.7582639,-42.5764651
-5.1708286,-41.707075
-10.3300953,-44.2386552
-9.221397,-43.128841
-5.8291162,-42.6323411
-4.515448699999999,-42.6240321
-8.4788558,-41.5291208
-4.3930866,-41.6025938
-5.412881400000001,-42.6442174
-6.517074,-41.5724359
-7.2649303,-43.93131530000001
-2.8814563,-41.6659109
-3.4617761,-42.3697203
-3.4849721,-42.4993494
-8.004799799999999,-43.8728745
-7.445340399999999,-40.6630165
-7.119549699999999,-43.8930637
-7.4629672,-41.1260303
-3.715370399999999,-42.5541315
-4.1706015,-42.8947096
-5.6802258,-42.7376487
-4.7024193,-41.4475211
-5.560973,-42.6127416
-6.9931787,-41.0263446
-9.7491834,-45.3047587
-9.7235151,-43.9002577
-3.7432284,-42.3110744
-3.3250208,-42.0891494
-6.9742735,-42.6726838
-5.353129699999999,-42.8224024
-4.6305764,-42.1733342
-3.9820084,-42.620748
-6.449976400000001,-41.9292535
-5.287069499999999,-41.9319189
-7.0141806,-42.1287035
-5.8488441,-42.5733015
-7.354414599999998,-40.906596
-7.777818000000001,-42.2552475
-7.855117099999999,-42.8221351
-8.724038199999999,-44.236474
-5.976603,-43.061135
-7.1035987,-41.7032975
-10.2241827,-44.6373115
-2.9096093,-41.7537178
-5.8572733,-42.4407351
-7.677485799999999,-41.2452399
-5.254923,-42.3882164
-8.135982499999999,-41.1416577
-7.964330100000001,-43.2243381
-4.428982,-41.457211
-8.0660847,-42.2872342
-8.074139299999999,-42.0504422
-7.0776021,-41.4673772
-6.2362607,-41.4193246
-6.835730499999999,-40.6143296
-3.9312512,-41.7088546
-4.271982599999999,-41.77188460000001
-3.8938076,-42.7132586
-6.970791699999999,-44.1982417
-5.6720375,-42.2034644
-8.5884555,-41.416829
-9.488900899999999,-44.5815798
-6.228809999999999,-42.68625
-10.1277508,-44.9523906
-7.6909091,-42.7119667
-7.5608681,-45.2429492
-7.778240299999999,-43.1372822
-7.184627099999998,-41.765618
-5.801986599999999,-41.9535162
-9.1100674,-45.9224871
-8.9507772,-44.13148289999999
-6.9465419,-41.5192181
-6.7995291,-42.2795746
-6.982645199999999,-41.231538
-6.0480469,-42.7118435
-7.423857399999999,-41.9140485
-9.0639702,-42.9993883
-5.9325091,-42.11218059999999
-8.2379503,-41.6852476
-7.247771199999999,-42.5423499
-10.0307118,-45.3035955
-5.9968286,-42.703882
-6.816652899999999,-41.3451961
-3.938563499999999,-41.2586553
-5.5165619,-41.8971984
-6.9141071,-41.8657918
-3.8134403,-42.4480063
-8.356403199999999,-42.2546504
-3.810946699999999,-41.8333629
-7.493311899999998,-42.5669753
-6.8722176,-41.47829
-7.0835516,-40.8343557
-9.1714859,-42.5429739
-6.826645699999999,-41.3227717
-5.8648824,-42.1867392
-7.583556399999999,-42.3721051
-5.502176599999999,-41.3212422
-5.9256173,-42.7200274
-9.0151562,-42.6886131
-10.8165402,-44.8316124
-7.567244799999999,-44.0647644
-4.917704,-41.7311956
-7.5977265,-40.817831
-7.860291200000001,-41.90846
-7.863410699999999,-42.50179170000001
-7.0107463,-41.3825032
-8.400913899999999,-42.91176710000001
-6.5974395,-42.2839363
-5.096124199999999,-42.8023065
-4.5887918,-42.8590096
-7.233739599999999,-44.5562123
-6.4051171,-41.7381713
-9.2376337,-42.9646378
-6.5471949,-42.24907839999999
-7.603978899999999,-41.4830927
-7.1430802,-40.9396149
-7.234365200000001,-41.9105471
-7.3468979,-39.0323468
-4.2212689,-38.7051162
-2.8979192,-40.11921770000001
-6.0931519,-39.4531552
-6.5724452,-40.1232281
-3.5868372,-40.5454988
-6.9979114,-39.7369162
-5.5189184,-38.2707613
-3.3618012,-39.8308597
-6.7744084,-39.9887841
-3.9465407,-39.4304926
-3.906275899999999,-38.3873843
-4.5612094,-37.7688612
-4.371982,-38.8104556
-4.750732,-40.8316704
-7.212032900000001,-40.1354541
-4.4194845,-39.0463956
-6.3235962,-40.1609592
-6.8742643,-39.8717379
-6.9430903,-38.9677349
-6.7305483,-38.7167199
-5.306357999999999,-38.9203167
-7.3093625,-39.3034585
-4.2883546,-38.6412389
-6.720524999999999,-38.86733
-3.0199833,-41.1344532
-4.3313286,-38.8789563
-4.182842,-38.1300479
-3.0530863,-40.1667241
-5.1260161,-39.7309954
-7.488440600000001,-38.9877226
-2.9008418,-40.84209999999999
-7.0743223,-40.37156
-4.3580105,-39.3137838
-4.466618,-38.9002404
-4.2335008,-39.192086
-3.9496044,-40.4740505
-7.0417977,-39.2855054
-6.537221199999999,-39.4958339
-4.162546799999999,-40.9414761
-4.1311575,-38.2470491
-6.133560399999999,-39.8787872
-4.649025,-40.1999281
-3.7281443,-38.6619214
-6.604877,-39.0611346
-3.0352838,-41.2433845
-4.8459097,-39.1371286
-4.300184799999999,-38.49822200000001
-3.5511302,-40.6550293
-5.17808,-40.6696229
-7.229957199999999,-39.4122984
-4.4164058,-40.9072688
-2.9220001,-40.1758022
-5.9180899,-39.2669146
-6.0320398,-38.3494151
-3.8890027,-38.4546562
-6.9261617,-39.5733766
-3.7995461,-40.2635707
-3.7327203,-38.5270134
-4.4508732,-37.7989075
-3.7596441,-40.8171854
-4.0506821,-39.4490475
-4.0467078,-40.7526274
-3.1184636,-40.8303492
-6.889683799999999,-39.21822600000001
-3.9151387,-40.3851099
-4.0423571,-38.6335289
-4.1632566,-40.7504029
-4.2618162,-38.9330716
-4.4073419,-40.4040465
-4.0986551,-38.4950658
-4.8202045,-38.8222067
-3.9209602,-40.8891614
-4.9775101,-38.63748
